TYPECOM,COM,NCC,NCCENR,LIBELLE,COMPARENT
COM,21481,PERRIGNY LES DIJON,Perrigny-lès-Dijon,Perrigny-lès-Dijon,
COM,21482,PERRIGNY SUR L OGNON,Perrigny-sur-l'Ognon,Perrigny-sur-l'Ognon,
COM,21483,PICHANGES,Pichanges,Pichanges,
COM,21484,PLANAY,Planay,Planay,
COM,21485,PLOMBIERES LES DIJON,Plombières-lès-Dijon,Plombières-lès-Dijon,
COMD,21486,PLUVAULT,Pluvault,Pluvault,21352.0
COM,21487,PLUVET,Pluvet,Pluvet,
COM,21488,POINCON LES LARREY,Poinçon-lès-Larrey,Poinçon-lès-Larrey,
COM,21489,POISEUL LA GRANGE,Poiseul-la-Grange,Poiseul-la-Grange,
COM,21490,POISEUL LA VILLE ET LAPERRIERE,Poiseul-la-Ville-et-Laperrière,Poiseul-la-Ville-et-Laperrière,
COM,21491,POISEUL LES SAULX,Poiseul-lès-Saulx,Poiseul-lès-Saulx,
COM,21492,POMMARD,Pommard,Pommard,
COM,21493,PONCEY LES ATHEE,Poncey-lès-Athée,Poncey-lès-Athée,
COM,21494,PONCEY SUR L IGNON,Poncey-sur-l'Ignon,Poncey-sur-l'Ignon,
COM,21495,PONT,Pont,Pont,
COM,21496,PONTAILLER SUR SAONE,Pontailler-sur-Saône,Pontailler-sur-Saône,
COM,21497,PONT ET MASSENE,Pont-et-Massène,Pont-et-Massène,
COM,21498,POSANGES,Posanges,Posanges,
COM,21499,POTHIERES,Pothières,Pothières,
COM,21500,POUILLENAY,Pouillenay,Pouillenay,
COM,21501,POUILLY EN AUXOIS,Pouilly-en-Auxois,Pouilly-en-Auxois,
COM,21502,POUILLY SUR SAONE,Pouilly-sur-Saône,Pouilly-sur-Saône,
COM,21503,POUILLY SUR VINGEANNE,Pouilly-sur-Vingeanne,Pouilly-sur-Vingeanne,
COM,21504,PRALON,Prâlon,Prâlon,
COM,21505,PRECY SOUS THIL,Précy-sous-Thil,Précy-sous-Thil,
COM,21506,PREMEAUX PRISSEY,Premeaux-Prissey,Premeaux-Prissey,
COMD,21507,PREMIERES,Premières,Premières,21183.0
COM,21508,PRENOIS,Prenois,Prenois,
COM,21510,PRUSLY SUR OURCE,Prusly-sur-Ource,Prusly-sur-Ource,
COM,21511,PUITS,Puits,Puits,
COM,21512,PULIGNY MONTRACHET,Puligny-Montrachet,Puligny-Montrachet,
COM,21514,QUEMIGNY SUR SEINE,Quemigny-sur-Seine,Quemigny-sur-Seine,
COM,21515,QUETIGNY,Quetigny,Quetigny,
COM,21516,QUINCEROT,Quincerot,Quincerot,
COM,21517,QUINCEY,Quincey,Quincey,
COM,21518,QUINCY LE VICOMTE,Quincy-le-Vicomte,Quincy-le-Vicomte,
COM,21519,RECEY SUR OURCE,Recey-sur-Ource,Recey-sur-Ource,
COM,21520,REMILLY EN MONTAGNE,Remilly-en-Montagne,Remilly-en-Montagne,
COM,21521,REMILLY SUR TILLE,Remilly-sur-Tille,Remilly-sur-Tille,
COM,21522,RENEVE,Renève,Renève,
COM,21523,REULLE VERGY,Reulle-Vergy,Reulle-Vergy,
COM,21524,RIEL LES EAUX,Riel-les-Eaux,Riel-les-Eaux,
COM,21525,ROCHE EN BRENIL,Roche-en-Brenil,La Roche-en-Brenil,
COM,21526,ROCHEFORT SUR BREVON,Rochefort-sur-Brévon,Rochefort-sur-Brévon,
COM,21527,ROCHEPOT,Rochepot,La Rochepot,
COM,21528,ROCHE VANNEAU,Roche-Vanneau,La Roche-Vanneau,
COM,21529,ROILLY,Roilly,Roilly,
COM,21530,ROUGEMONT,Rougemont,Rougemont,
COM,21531,ROUVRAY,Rouvray,Rouvray,
COM,21532,ROUVRES EN PLAINE,Rouvres-en-Plaine,Rouvres-en-Plaine,
COM,21533,ROUVRES SOUS MEILLY,Rouvres-sous-Meilly,Rouvres-sous-Meilly,
COM,21534,RUFFEY LES BEAUNE,Ruffey-lès-Beaune,Ruffey-lès-Beaune,
COM,21535,RUFFEY LES ECHIREY,Ruffey-lès-Echirey,Ruffey-lès-Echirey,
COM,21536,SACQUENAY,Sacquenay,Sacquenay,
COM,21537,SAFFRES,Saffres,Saffres,
COM,21538,SAINT ANDEUX,Saint-Andeux,Saint-Andeux,
COM,21539,SAINT ANTHOT,Saint-Anthot,Saint-Anthot,
COM,21540,SAINT APOLLINAIRE,Saint-Apollinaire,Saint-Apollinaire,
COM,21541,SAINT AUBIN,Saint-Aubin,Saint-Aubin,
COM,21542,SAINT BERNARD,Saint-Bernard,Saint-Bernard,
COM,21543,SAINT BROING LES MOINES,Saint-Broing-les-Moines,Saint-Broing-les-Moines,
COM,21544,SAINTE COLOMBE EN AUXOIS,Sainte-Colombe-en-Auxois,Sainte-Colombe-en-Auxois,
COM,21545,SAINTE COLOMBE SUR SEINE,Sainte-Colombe-sur-Seine,Sainte-Colombe-sur-Seine,
COM,21546,SAINT DIDIER,Saint-Didier,Saint-Didier,
COM,21547,SAINT EUPHRONE,Saint-Euphrône,Saint-Euphrône,
COM,21548,SAINT GERMAIN DE MODEON,Saint-Germain-de-Modéon,Saint-Germain-de-Modéon,
COM,21549,SAINT GERMAIN LE ROCHEUX,Saint-Germain-le-Rocheux,Saint-Germain-le-Rocheux,
COM,21550,SAINT GERMAIN LES SENAILLY,Saint-Germain-lès-Senailly,Saint-Germain-lès-Senailly,
COM,21552,SAINT HELIER,Saint-Hélier,Saint-Hélier,
COM,21553,SAINT JEAN DE BOEUF,Saint-Jean-de-Bœuf,Saint-Jean-de-Bœuf,
COM,21554,SAINT JEAN DE LOSNE,Saint-Jean-de-Losne,Saint-Jean-de-Losne,
COM,21555,SAINT JULIEN,Saint-Julien,Saint-Julien,
COM,21556,SAINT LEGER TRIEY,Saint-Léger-Triey,Saint-Léger-Triey,
COM,21557,SAINT MARC SUR SEINE,Saint-Marc-sur-Seine,Saint-Marc-sur-Seine,
COM,21558,SAINTE MARIE LA BLANCHE,Sainte-Marie-la-Blanche,Sainte-Marie-la-Blanche,
COM,21559,SAINTE MARIE SUR OUCHE,Sainte-Marie-sur-Ouche,Sainte-Marie-sur-Ouche,
COM,21560,SAINT MARTIN DE LA MER,Saint-Martin-de-la-Mer,Saint-Martin-de-la-Mer,
COM,21561,SAINT MARTIN DU MONT,Saint-Martin-du-Mont,Saint-Martin-du-Mont,
COM,21562,SAINT MAURICE SUR VINGEANNE,Saint-Maurice-sur-Vingeanne,Saint-Maurice-sur-Vingeanne,
COM,21563,SAINT MESMIN,Saint-Mesmin,Saint-Mesmin,
COM,21564,SAINT NICOLAS LES CITEAUX,Saint-Nicolas-lès-Cîteaux,Saint-Nicolas-lès-Cîteaux,
COM,21565,SAINT PHILIBERT,Saint-Philibert,Saint-Philibert,
COM,21566,SAINT PIERRE EN VAUX,Saint-Pierre-en-Vaux,Saint-Pierre-en-Vaux,
COM,21567,SAINT PRIX LES ARNAY,Saint-Prix-lès-Arnay,Saint-Prix-lès-Arnay,
COM,21568,SAINT REMY,Saint-Rémy,Saint-Rémy,
COM,21569,SAINT ROMAIN,Saint-Romain,Saint-Romain,
COM,21570,SAINTE SABINE,Sainte-Sabine,Sainte-Sabine,
COM,21571,SAINT SAUVEUR,Saint-Sauveur,Saint-Sauveur,
COM,21572,SAINT SEINE EN BACHE,Saint-Seine-en-Bâche,Saint-Seine-en-Bâche,
COM,21573,SAINT SEINE L ABBAYE,Saint-Seine-l'Abbaye,Saint-Seine-l'Abbaye,
COM,21574,SAINT SEINE SUR VINGEANNE,Saint-Seine-sur-Vingeanne,Saint-Seine-sur-Vingeanne,
COM,21575,SAINT SYMPHORIEN SUR SAONE,Saint-Symphorien-sur-Saône,Saint-Symphorien-sur-Saône,
COM,21576,SAINT THIBAULT,Saint-Thibault,Saint-Thibault,
COM,21577,SAINT USAGE,Saint-Usage,Saint-Usage,
COM,21578,SAINT VICTOR SUR OUCHE,Saint-Victor-sur-Ouche,Saint-Victor-sur-Ouche,
COM,21579,SALIVES,Salives,Salives,
COM,21580,SALMAISE,Salmaise,Salmaise,
COM,21581,SAMEREY,Samerey,Samerey,
COM,21582,SANTENAY,Santenay,Santenay,
COM,21583,SANTOSSE,Santosse,Santosse,
COM,21584,SAULIEU,Saulieu,Saulieu,
COM,21585,SAULON LA CHAPELLE,Saulon-la-Chapelle,Saulon-la-Chapelle,
COM,21586,SAULON LA RUE,Saulon-la-Rue,Saulon-la-Rue,
COM,21587,SAULX LE DUC,Saulx-le-Duc,Saulx-le-Duc,
COM,21588,SAUSSEY,Saussey,Saussey,
COM,21589,SAUSSY,Saussy,Saussy,
COM,21590,SAVIGNY LES BEAUNE,Savigny-lès-Beaune,Savigny-lès-Beaune,
COM,21591,SAVIGNY LE SEC,Savigny-le-Sec,Savigny-le-Sec,
COM,21592,SAVIGNY SOUS MALAIN,Savigny-sous-Mâlain,Savigny-sous-Mâlain,
COM,21593,SAVILLY,Savilly,Savilly,
COM,21594,SAVOISY,Savoisy,Savoisy,
COM,21595,SAVOLLES,Savolles,Savolles,
COM,21596,SAVOUGES,Savouges,Savouges,
COM,21597,SEGROIS,Segrois,Segrois,
COM,21598,SEIGNY,Seigny,Seigny,
COM,21599,SELONGEY,Selongey,Selongey,
COM,21600,SEMAREY,Semarey,Semarey,
COM,21601,SEMEZANGES,Semezanges,Semezanges,
COM,21602,SEMOND,Semond,Semond,
COM,21603,SEMUR EN AUXOIS,Semur-en-Auxois,Semur-en-Auxois,
COM,21604,SENAILLY,Senailly,Senailly,
COM,21605,SENNECEY LES DIJON,Sennecey-lès-Dijon,Sennecey-lès-Dijon,
COM,21606,LADOIX SERRIGNY,Ladoix-Serrigny,Ladoix-Serrigny,
COM,21607,SEURRE,Seurre,Seurre,
COM,21608,SINCEY LES ROUVRAY,Sincey-lès-Rouvray,Sincey-lès-Rouvray,
COM,21609,SOIRANS,Soirans,Soirans,
COM,21610,SOISSONS SUR NACEY,Soissons-sur-Nacey,Soissons-sur-Nacey,
COM,21611,SOMBERNON,Sombernon,Sombernon,
COM,21612,SOUHEY,Souhey,Souhey,
COM,21613,SOUSSEY SUR BRIONNE,Soussey-sur-Brionne,Soussey-sur-Brionne,
COM,21614,SPOY,Spoy,Spoy,
COM,21615,SUSSEY,Sussey,Sussey,
COM,21616,TAILLY,Tailly,Tailly,
COM,21617,TALANT,Talant,Talant,
COM,21618,TALMAY,Talmay,Talmay,
COM,21619,TANAY,Tanay,Tanay,
COM,21620,TARSUL,Tarsul,Tarsul,
COMD,21621,TART L ABBAYE,Tart-l'Abbaye,Tart-l'Abbaye,21623.0
COM,21622,TART LE BAS,Tart-le-Bas,Tart-le-Bas,
COM,21623,TART,Tart,Tart,
COMD,21623,TART LE HAUT,Tart-le-Haut,Tart-le-Haut,21623.0
COM,21624,TELLECEY,Tellecey,Tellecey,
COM,21625,TERNANT,Ternant,Ternant,
COM,21626,TERREFONDREE,Terrefondrée,Terrefondrée,
COM,21627,THENISSEY,Thenissey,Thenissey,
COM,21628,THOIRES,Thoires,Thoires,
COM,21629,THOISY LA BERCHERE,Thoisy-la-Berchère,Thoisy-la-Berchère,
COM,21630,THOISY LE DESERT,Thoisy-le-Désert,Thoisy-le-Désert,
COM,21631,THOMIREY,Thomirey,Thomirey,
COM,21632,THOREY EN PLAINE,Thorey-en-Plaine,Thorey-en-Plaine,
COM,21633,THOREY SOUS CHARNY,Thorey-sous-Charny,Thorey-sous-Charny,
COM,21634,THOREY SUR OUCHE,Thorey-sur-Ouche,Thorey-sur-Ouche,
COM,21635,THOSTE,Thoste,Thoste,
COM,21636,THURY,Thury,Thury,
COM,21637,TICHEY,Tichey,Tichey,
COM,21638,TIL CHATEL,Til-Châtel,Til-Châtel,
COM,21639,TILLENAY,Tillenay,Tillenay,
COM,21640,TORCY ET POULIGNY,Torcy-et-Pouligny,Torcy-et-Pouligny,
COM,21641,TOUILLON,Touillon,Touillon,
COM,21642,TOUTRY,Toutry,Toutry,
COM,21643,TRECLUN,Tréclun,Tréclun,
COM,21644,TROCHERES,Trochères,Trochères,
COM,21645,TROUHANS,Trouhans,Trouhans,
COM,21646,TROUHAUT,Trouhaut,Trouhaut,
COM,21647,TRUGNY,Trugny,Trugny,
COM,21648,TURCEY,Turcey,Turcey,
COM,21649,UNCEY LE FRANC,Uncey-le-Franc,Uncey-le-Franc,
COM,21650,URCY,Urcy,Urcy,
COM,21651,VAL SUZON,Val-Suzon,Val-Suzon,
COM,21652,VANDENESSE EN AUXOIS,Vandenesse-en-Auxois,Vandenesse-en-Auxois,
COM,21653,VANNAIRE,Vannaire,Vannaire,
COM,21655,VANVEY,Vanvey,Vanvey,
COM,21656,VARANGES,Varanges,Varanges,
COM,21657,VAROIS ET CHAIGNOT,Varois-et-Chaignot,Varois-et-Chaignot,
COM,21659,VAUX SAULES,Vaux-Saules,Vaux-Saules,
COM,21660,VEILLY,Veilly,Veilly,
COM,21661,VELARS SUR OUCHE,Velars-sur-Ouche,Velars-sur-Ouche,
COM,21662,VELOGNY,Velogny,Velogny,
COM,21663,VENAREY LES LAUMES,Venarey-les-Laumes,Venarey-les-Laumes,
COM,21664,VERDONNET,Verdonnet,Verdonnet,
COM,21665,VERNOIS LES VESVRES,Vernois-lès-Vesvres,Vernois-lès-Vesvres,
COM,21666,VERNOT,Vernot,Vernot,
COM,21667,VERONNES,Véronnes,Véronnes,
COM,21669,VERREY SOUS DREE,Verrey-sous-Drée,Verrey-sous-Drée,
COM,21670,VERREY SOUS SALMAISE,Verrey-sous-Salmaise,Verrey-sous-Salmaise,
COM,21671,VERTAULT,Vertault,Vertault,
COM,21672,VESVRES,Vesvres,Vesvres,
COM,21673,VEUVEY SUR OUCHE,Veuvey-sur-Ouche,Veuvey-sur-Ouche,
COM,21674,VEUXHAULLES SUR AUBE,Veuxhaulles-sur-Aube,Veuxhaulles-sur-Aube,
COM,21675,VIANGES,Vianges,Vianges,
COM,21676,VIC DE CHASSENAY,Vic-de-Chassenay,Vic-de-Chassenay,
COM,21677,VIC DES PRES,Vic-des-Prés,Vic-des-Prés,
COM,21678,VIC SOUS THIL,Vic-sous-Thil,Vic-sous-Thil,
COM,21679,VIEILMOULIN,Vieilmoulin,Vieilmoulin,
COM,21680,VIELVERGE,Vielverge,Vielverge,
COM,21681,VIEUX CHATEAU,Vieux-Château,Vieux-Château,
COM,21682,VIEVIGNE,Viévigne,Viévigne,
COM,21683,VIEVY,Viévy,Viévy,
COM,21684,VIGNOLES,Vignoles,Vignoles,
COM,21685,VILLAINES EN DUESMOIS,Villaines-en-Duesmois,Villaines-en-Duesmois,
COM,21686,VILLAINES LES PREVOTES,Villaines-les-Prévôtes,Villaines-les-Prévôtes,
COM,21687,VILLARGOIX,Villargoix,Villargoix,
COM,21688,VILLARS FONTAINE,Villars-Fontaine,Villars-Fontaine,
COM,21689,VILLARS ET VILLENOTTE,Villars-et-Villenotte,Villars-et-Villenotte,
COM,21690,VILLEBERNY,Villeberny,Villeberny,
COM,21691,VILLEBICHOT,Villebichot,Villebichot,
COM,21692,VILLECOMTE,Villecomte,Villecomte,
COM,21693,VILLEDIEU,Villedieu,Villedieu,
COM,21694,VILLEFERRY,Villeferry,Villeferry,
COM,21695,VILLENEUVE LES CONVERS,Villeneuve-les-Convers,La Villeneuve-les-Convers,
COM,21696,VILLENEUVE SOUS CHARIGNY,Villeneuve-sous-Charigny,Villeneuve-sous-Charigny,
COMA,21697,VILLENEUVE SUR VINGEANNE,Villeneuve-sur-Vingeanne,La Villeneuve-sur-Vingeanne,21433.0
COM,21698,VILLERS LA FAYE,Villers-la-Faye,Villers-la-Faye,
COM,21699,VILLERS LES POTS,Villers-les-Pots,Villers-les-Pots,
COM,21700,VILLERS PATRAS,Villers-Patras,Villers-Patras,
COM,21701,VILLERS ROTIN,Villers-Rotin,Villers-Rotin,
COM,21702,VILLEY SUR TILLE,Villey-sur-Tille,Villey-sur-Tille,
COM,21703,VILLIERS EN MORVAN,Villiers-en-Morvan,Villiers-en-Morvan,
COM,21704,VILLIERS LE DUC,Villiers-le-Duc,Villiers-le-Duc,
COM,21705,VILLOTTE SAINT SEINE,Villotte-Saint-Seine,Villotte-Saint-Seine,
COM,21706,VILLOTTE SUR OURCE,Villotte-sur-Ource,Villotte-sur-Ource,
COM,21707,VILLY EN AUXOIS,Villy-en-Auxois,Villy-en-Auxois,
COM,21708,VILLY LE MOUTIER,Villy-le-Moutier,Villy-le-Moutier,
COM,21709,VISERNY,Viserny,Viserny,
COM,21710,VITTEAUX,Vitteaux,Vitteaux,
COM,21711,VIX,Vix,Vix,
COM,21712,VOLNAY,Volnay,Volnay,
COM,21713,VONGES,Vonges,Vonges,
COM,21714,VOSNE ROMANEE,Vosne-Romanée,Vosne-Romanée,
COM,21715,VOUDENAY,Voudenay,Voudenay,
COM,21716,VOUGEOT,Vougeot,Vougeot,
COM,21717,VOULAINES LES TEMPLIERS,Voulaines-les-Templiers,Voulaines-les-Templiers,
COM,22001,ALLINEUC,Allineuc,Allineuc,
COM,22002,ANDEL,Andel,Andel,
COM,22003,AUCALEUC,Aucaleuc,Aucaleuc,
COM,22004,BEGARD,Bégard,Bégard,
COM,22005,BELLE ISLE EN TERRE,Belle-Isle-en-Terre,Belle-Isle-en-Terre,
COM,22006,BERHET,Berhet,Berhet,
COMD,22007,BINIC,Binic,Binic,22055.0
COM,22008,BOBITAL,Bobital,Bobital,
COM,22009,BODEO,Bodéo,Le Bodéo,
COM,22011,BOQUEHO,Boqueho,Boqueho,
COM,22012,BOUILLIE,Bouillie,La Bouillie,
COM,22013,BOURBRIAC,Bourbriac,Bourbriac,
COM,22014,BOURSEUL,Bourseul,Bourseul,
COM,22015,BREHAND,Bréhand,Bréhand,
COM,22016,ILE DE BREHAT,Île-de-Bréhat,Île-de-Bréhat,
COM,22018,BRELIDY,Brélidy,Brélidy,
COM,22019,BRINGOLO,Bringolo,Bringolo,
COM,22020,BROONS,Broons,Broons,
COM,22021,BRUSVILY,Brusvily,Brusvily,
COM,22023,BULAT PESTIVIEN,Bulat-Pestivien,Bulat-Pestivien,
COM,22024,CALANHEL,Calanhel,Calanhel,
COM,22025,CALLAC,Callac,Callac,
COM,22026,CALORGUEN,Calorguen,Calorguen,
COM,22027,CAMBOUT,Cambout,Le Cambout,
COM,22028,CAMLEZ,Camlez,Camlez,
COM,22029,CANIHUEL,Canihuel,Canihuel,
COM,22030,CAOUENNEC LANVEZEAC,Caouënnec-Lanvézéac,Caouënnec-Lanvézéac,
COM,22031,CARNOET,Carnoët,Carnoët,
COM,22032,CAULNES,Caulnes,Caulnes,
COM,22033,CAUREL,Caurel,Caurel,
COM,22034,CAVAN,Cavan,Cavan,
COM,22035,CHAMPS GERAUX,Champs-Géraux,Les Champs-Géraux,
COM,22036,CHAPELLE BLANCHE,Chapelle-Blanche,La Chapelle-Blanche,
COM,22037,CHAPELLE NEUVE,Chapelle-Neuve,La Chapelle-Neuve,
COMD,22038,CHATELAUDREN,Châtelaudren,Châtelaudren,22206.0
COM,22039,CHEZE,Chèze,La Chèze,
COM,22040,COADOUT,Coadout,Coadout,
COM,22041,COATASCORN,Coatascorn,Coatascorn,
COM,22042,COATREVEN,Coatréven,Coatréven,
COM,22043,COETLOGON,Coëtlogon,Coëtlogon,
COM,22044,COETMIEUX,Coëtmieux,Coëtmieux,
COM,22045,COHINIAC,Cohiniac,Cohiniac,
COM,22046,MENE,Mené,Le Mené,
COMD,22046,COLLINEE,Collinée,Collinée,22046.0
COM,22047,CORLAY,Corlay,Corlay,
COM,22048,CORSEUL,Corseul,Corseul,
COM,22049,CREHEN,Créhen,Créhen,
COM,22050,DINAN,Dinan,Dinan,
COMD,22051,DOLO,Dolo,Dolo,22084.0
COM,22052,DUAULT,Duault,Duault,
COM,22053,EREAC,Éréac,Éréac,
COM,22054,ERQUY,Erquy,Erquy,
COM,22055,BINIC ETABLES SUR MER,Binic-Étables-sur-Mer,Binic-Étables-sur-Mer,
COMD,22055,ETABLES SUR MER,Étables-sur-Mer,Étables-sur-Mer,22055.0
COM,22056,EVRAN,Évran,Évran,
COM,22057,FAOUET,Faouët,Le Faouët,
COMD,22058,FERRIERE,Ferrière,La Ferrière,22183.0
COM,22059,FOEIL,Fœil,Le Fœil,
COM,22060,GAUSSON,Gausson,Gausson,
COM,22061,GLOMEL,Glomel,Glomel,
COM,22062,GOMENE,Gomené,Gomené,
COM,22063,GOMMENEC H,Gommenec'h,Gommenec'h,
COM,22064,GOUAREC,Gouarec,Gouarec,
COM,22065,GOUDELIN,Goudelin,Goudelin,
COMD,22066,GOURAY,Gouray,Le Gouray,22046.0
COM,22067,GRACES,Grâces,Grâces,
COM,22068,GRACE UZEL,Grâce-Uzel,Grâce-Uzel,
COM,22069,GUENROC,Guenroc,Guenroc,
COM,22070,GUINGAMP,Guingamp,Guingamp,
COM,22071,GUITTE,Guitté,Guitté,
COM,22072,GURUNHUEL,Gurunhuel,Gurunhuel,
COM,22073,HARMOYE,Harmoye,La Harmoye,
COM,22074,HAUT CORLAY,Haut-Corlay,Le Haut-Corlay,
COM,22075,HEMONSTOIR,Hémonstoir,Hémonstoir,
COM,22076,HENANBIHEN,Hénanbihen,Hénanbihen,
COM,22077,HENANSAL,Hénansal,Hénansal,
COMD,22078,HENGOAT,Hengoat,Hengoat,22264.0
COM,22079,HENON,Hénon,Hénon,
COMD,22080,HERMITAGE LORGE,Hermitage-Lorge,L'Hermitage-Lorge,22203.0
COM,22081,HILLION,Hillion,Hillion,
COM,22082,HINGLE,Hinglé,Le Hinglé,
COM,22083,ILLIFAUT,Illifaut,Illifaut,
COM,22084,JUGON LES LACS COMMUNE NOUVELLE,Jugon-les-Lacs - Commune nouvelle,Jugon-les-Lacs - Commune nouvelle,
COMD,22084,JUGON LES LACS,Jugon-les-Lacs,Jugon-les-Lacs,22084.0
COM,22085,KERBORS,Kerbors,Kerbors,
COM,22086,KERFOT,Kerfot,Kerfot,
COM,22087,KERGRIST MOELOU,Kergrist-Moëlou,Kergrist-Moëlou,
COM,22088,KERIEN,Kerien,Kerien,
COM,22090,KERMARIA SULARD,Kermaria-Sulard,Kermaria-Sulard,
COM,22091,KERMOROC H,Kermoroc'h,Kermoroc'h,
COM,22092,KERPERT,Kerpert,Kerpert,
COM,22093,LAMBALLE ARMOR,Lamballe-Armor,Lamballe-Armor,
COMD,22093,LAMBALLE,Lamballe,Lamballe,22093.0
COM,22094,LANCIEUX,Lancieux,Lancieux,
COM,22095,LANDEBAERON,Landebaëron,Landebaëron,
COM,22096,LANDEBIA,Landébia,Landébia,
COM,22097,LANDEC,Landec,La Landec,
COM,22098,LANDEHEN,Landéhen,Landéhen,
COM,22099,LANFAINS,Lanfains,Lanfains,
COMD,22100,LANGAST,Langast,Langast,22219.0
COM,22101,LANGOAT,Langoat,Langoat,
COMD,22102,LANGOURLA,Langourla,Langourla,22046.0
COM,22103,LANGROLAY SUR RANCE,Langrolay-sur-Rance,Langrolay-sur-Rance,
COM,22104,LANGUEDIAS,Languédias,Languédias,
COM,22105,LANGUENAN,Languenan,Languenan,
COM,22106,LANGUEUX,Langueux,Langueux,
COM,22107,BON REPOS SUR BLAVET,Bon Repos sur Blavet,Bon Repos sur Blavet,
COMD,22107,LANISCAT,Laniscat,Laniscat,22107.0
COM,22108,LANLEFF,Lanleff,Lanleff,
COM,22109,LANLOUP,Lanloup,Lanloup,
COM,22110,LANMERIN,Lanmérin,Lanmérin,
COM,22111,LANMODEZ,Lanmodez,Lanmodez,
COM,22112,LANNEBERT,Lannebert,Lannebert,
COM,22113,LANNION,Lannion,Lannion,
COM,22114,LANRELAS,Lanrelas,Lanrelas,
COM,22115,LANRIVAIN,Lanrivain,Lanrivain,
COM,22116,LANRODEC,Lanrodec,Lanrodec,
COM,22117,LANTIC,Lantic,Lantic,
COM,22118,LANVALLAY,Lanvallay,Lanvallay,
COM,22119,LANVELLEC,Lanvellec,Lanvellec,
COM,22121,LANVOLLON,Lanvollon,Lanvollon,
COM,22122,LAURENAN,Laurenan,Laurenan,
COMD,22123,LEHON,Léhon,Léhon,22050.0
COM,22124,LESCOUET GOUAREC,Lescouët-Gouarec,Lescouët-Gouarec,
COM,22126,LESLAY,Leslay,Le Leslay,
COM,22127,LEZARDRIEUX,Lézardrieux,Lézardrieux,
COM,22128,LOCARN,Locarn,Locarn,
COM,22129,LOC ENVEL,Loc-Envel,Loc-Envel,
COM,22131,LOGUIVY PLOUGRAS,Loguivy-Plougras,Loguivy-Plougras,
COM,22132,LOHUEC,Lohuec,Lohuec,
COM,22133,LOSCOUET SUR MEU,Loscouët-sur-Meu,Loscouët-sur-Meu,
COM,22134,LOUANNEC,Louannec,Louannec,
COM,22135,LOUARGAT,Louargat,Louargat,
COM,22136,LOUDEAC,Loudéac,Loudéac,
COM,22137,MAEL CARHAIX,Maël-Carhaix,Maël-Carhaix,
COM,22138,MAEL PESTIVIEN,Maël-Pestivien,Maël-Pestivien,
COM,22139,MAGOAR,Magoar,Magoar,
COM,22140,MALHOURE,Malhoure,La Malhoure,
COM,22141,MANTALLOT,Mantallot,Mantallot,
COM,22143,MATIGNON,Matignon,Matignon,
COM,22144,MEAUGON,Méaugon,La Méaugon,
COM,22145,MEGRIT,Mégrit,Mégrit,
COM,22146,MELLIONNEC,Mellionnec,Mellionnec,
COM,22147,MERDRIGNAC,Merdrignac,Merdrignac,
COM,22148,MERILLAC,Mérillac,Mérillac,
COM,22149,MERLEAC,Merléac,Merléac,
COM,22150,MERZER,Merzer,Le Merzer,
COMD,22151,MESLIN,Meslin,Meslin,22093.0
COM,22152,MINIHY TREGUIER,Minihy-Tréguier,Minihy-Tréguier,
COM,22153,MONCONTOUR,Moncontour,Moncontour,
COMD,22154,MORIEUX,Morieux,Morieux,22093.0
COM,22155,MOTTE,Motte,La Motte,
COM,22156,MOUSTERU,Moustéru,Moustéru,
COM,22157,MOUSTOIR,Moustoir,Le Moustoir,
COM,22158,GUERLEDAN,Guerlédan,Guerlédan,
COMD,22158,MUR DE BRETAGNE,Mûr-de-Bretagne,Mûr-de-Bretagne,22158.0
COM,22160,NOYAL,Noyal,Noyal,
COM,22161,PABU,Pabu,Pabu,
COM,22162,PAIMPOL,Paimpol,Paimpol,
COM,22163,PAULE,Paule,Paule,
COM,22164,PEDERNEC,Pédernec,Pédernec,
COM,22165,PENGUILY,Penguily,Penguily,
COM,22166,PENVENAN,Penvénan,Penvénan,
COMD,22167,PERRET,Perret,Perret,22107.0
COM,22168,PERROS GUIREC,Perros-Guirec,Perros-Guirec,
COM,22169,PEUMERIT QUINTIN,Peumerit-Quintin,Peumerit-Quintin,
COM,22170,PLAINE HAUTE,Plaine-Haute,Plaine-Haute,
COM,22171,PLAINTEL,Plaintel,Plaintel,
COM,22172,PLANCOET,Plancoët,Plancoët,
COMD,22173,PLANGUENOUAL,Planguenoual,Planguenoual,22093.0
COM,22174,PLEBOULLE,Pléboulle,Pléboulle,
COM,22175,PLEDELIAC,Plédéliac,Plédéliac,
COM,22176,PLEDRAN,Plédran,Plédran,
COM,22177,PLEGUIEN,Pléguien,Pléguien,
COM,22178,PLEHEDEL,Pléhédel,Pléhédel,
COM,22179,FREHEL,Fréhel,Fréhel,
COM,22180,PLELAN LE PETIT,Plélan-le-Petit,Plélan-le-Petit,
COM,22181,PLELAUFF,Plélauff,Plélauff,
COM,22182,PLELO,Plélo,Plélo,
COM,22183,PLEMET,Plémet,Plémet,
COMD,22183,PLEMET,Plémet,Plémet,22183.0
COM,22184,PLEMY,Plémy,Plémy,
COM,22185,PLENEE JUGON,Plénée-Jugon,Plénée-Jugon,
COM,22186,PLENEUF VAL ANDRE,Pléneuf-Val-André,Pléneuf-Val-André,
COM,22187,PLERIN,Plérin,Plérin,
COM,22188,PLERNEUF,Plerneuf,Plerneuf,
