GEO,PCS,OBS_VALUE
35215,7,335
35167,2,62
35186,2,88
35018,7,291
34327,6,405
34222,9,47
34259,5,733
34237,9,192
34186,1,10
34174,2,62
34118,6,15
34138,9,32
34161,7,1236
34100,4,11
34168,7,9
34148,6,380
34150,4,586
34078,5,213
34014,9,133
34005,6,26
35347,3,118
36009,7,276
35333,7,297
35335,9,89
36055,2,30
35346,9,6
35290,6,98
35275,4,752
35262,5,54
35314,2,47
35270,7,129
35050,9,60
35115,9,2526
35084,1,32
35037,9,578
35148,5,24
35197,1,31
35023,7,807
34316,9,17
34314,4,146
34308,3,16
34107,3,10
34179,5,190
34154,2,622
35333,4,226
35345,4,107
35331,7,625
36053,6,75
34048,6,34
34038,7,562
34080,1,10
34070,7,170
34018,6,123
34281,2,105
34256,4,285
35227,1,25
35273,1,35
35284,5,359
35258,1,10
35318,5,127
35175,3,46
35214,3,20
34313,2,36
35033,4,502
34320,2,160
34308,1,11
34167,5,29
34146,6,412
34153,5,206
35060,3,96
35130,3,226
35108,7,186
35092,1,40
35077,4,20
36053,5,60
36017,6,74
35335,6,118
35339,2,31
34041,5,185
34061,4,54
34037,7,1074
34076,2,42
34068,1,11
34220,7,74
34249,1,26
34233,3,11
35315,5,116
35300,7,337
35236,3,661
35278,6,397
35258,2,10
34296,5,101
35008,5,81
35186,5,122
35223,3,248
35151,4,116
34173,9,122
34169,4,439
34170,3,11
34142,2,161
36004,6,50
35335,7,147
36012,5,32
36025,6,32
36031,1,42
34096,2,26
34026,7,86
34064,1,5
34047,9,76
34041,2,44
34070,2,21
35068,4,1278
35109,9,236
35082,5,218
35089,4,54
35087,4,100
35072,9,118
35333,2,59
36012,2,12
36005,7,1038
36040,9,5
34220,6,10
34229,5,108
34222,2,43
34181,4,91
34168,3,9
34136,6,140
35272,3,53
35314,4,130
35225,5,116
35218,7,75
35160,1,10
35223,2,127
35203,6,26
35165,6,182
35215,2,47
34320,9,220
35034,7,257
35017,5,108
34029,9,76
34048,5,52
34010,6,173
36035,1,56
35319,5,260
36055,7,493
36020,6,14
35330,5,107
34101,5,733
34127,5,436
34148,5,699
34173,1,34
34162,3,171
34181,6,46
34155,2,85
35061,4,122
35159,5,44
35195,5,290
35153,9,31
35144,5,127
35140,3,31
34244,3,413
34246,5,288
34197,5,112
34199,3,355
34223,5,147
35263,7,941
35280,2,26
35234,6,210
35273,5,269
35244,5,21
35260,5,34
34314,9,51
34288,4,119
34289,7,709
35023,9,355
35321,1,15
35327,2,85
35322,4,100
36030,9,27
35324,4,124
36023,3,21
34159,6,226
34182,3,112
34110,4,102
34160,2,51
34121,3,9
34126,3,116
34036,9,118
34048,4,35
34044,3,22
34026,6,31
34003,4,2417
34068,6,15
34006,1,20
35151,6,191
35163,4,229
35199,7,53
34259,2,244
34219,7,181
34273,4,6
34221,1,20
34221,7,85
34259,7,1431
35101,7,108
35060,4,120
35088,4,517
34305,1,10
34298,5,748
34285,4,45
35280,3,52
35296,2,44
35318,9,75
35285,4,95
36050,2,11
35340,6,147
35347,4,317
35350,5,112
36041,2,11
36051,6,6
34085,2,21
34016,3,62
34021,4,20
34063,6,191
34046,7,36
34005,3,11
35178,9,135
35201,7,145
34279,4,29
34259,4,789
34185,7,143
34145,2,855
34121,5,34
34163,3,419
34172,6,20607
34006,9,11
34038,6,149
34075,4,11
35084,6,114
35060,2,18
35047,9,3021
35069,2,301
35117,1,38
34326,6,7
34332,2,440
35279,1,5
35252,5,128
35282,9,266
35295,9,28
35274,9,92
35306,7,514
36048,4,22
36031,7,1491
36037,2,6
35358,2,66
35166,7,185
35180,9,44
35138,4,169
35165,3,50
35221,9,256
35136,4,1148
34185,5,56
34184,7,224
34160,6,68
34140,5,442
34239,3,399
34191,4,103
34268,5,129
34193,3,5
34261,3,24
34206,7,186
34033,9,171
34035,4,160
34007,2,21
35051,7,4330
35131,9,478
35086,7,100
35071,3,31
35070,2,75
35324,7,113
35337,6,435
35359,6,145
35356,9,202
35359,3,36
36008,9,11
35288,1,45
35257,4,559
35237,7,254
35159,2,10
35187,5,148
35167,6,385
35138,7,410
35196,5,1074
35184,1,61
34082,2,85
34044,6,47
34039,4,190
34040,3,10
34013,6,183
34056,4,125
34147,1,21
34119,5,335
34143,7,440
34241,5,127
34254,3,81
34234,5,9
34248,3,114
35363,4,700
35329,3,10
36032,3,11
36008,4,6
36008,1,21
35322,5,124
35288,5,5740
35286,5,49
35249,9,68
35225,9,40
35122,6,242
35123,2,134
35089,9,50
35114,5,33
35102,6,128
35138,9,65
35155,3,35
35221,5,387
34035,1,10
34022,7,1608
34064,9,44
34030,5,17
34059,9,16
34062,5,24
34037,2,162
35326,1,26
35325,2,5
35354,5,56
36019,5,55
34119,6,167
34128,5,195
35265,5,415
35281,2,298
35308,7,946
35230,9,33
35263,5,301
35231,5,202
35317,7,124
34228,9,14
34230,1,15
35111,9,75
35128,2,61
35122,2,46
35062,5,322
35076,7,895
35154,9,127
35203,1,4
35220,2,113
34042,2,39
34014,7,474
34008,3,26
34044,5,68
34010,2,173
34066,4,45
36040,6,15
36047,9,52
36024,3,5
35340,2,21
36024,4,14
36021,3,25
34129,3,2329
34162,9,519
34180,2,78
34107,4,30
34105,9,10
34164,6,55
34215,1,36
34201,4,42
34270,9,1414
34284,3,80
34248,4,159
34274,2,125
34259,9,731
34276,7,923
35294,2,57
35287,3,212
35259,2,56
34081,4,409
34049,5,31
34071,2,5
35085,4,829
35045,6,135
35084,4,47
35071,9,16
35077,9,25
36010,5,72
35358,1,5
36049,6,16
36044,9,6008
35205,4,25
35202,1,16
35181,4,172
34284,9,298
34256,3,319
34222,7,74
34281,7,571
34179,1,5
34140,4,407
34110,3,89
34086,7,253
34026,5,16
34080,5,39
34075,7,137
34038,1,10
34050,2,81
35300,5,132
35306,3,214
35307,3,64
35264,6,327
36029,6,33
36018,5,819
35356,5,327
36015,6,18
35354,6,61
35110,3,99
35120,5,772
35196,9,783
35144,7,183
35149,3,94
34059,1,21
34096,3,21
34020,7,122
34036,2,98
34217,4,988
34230,5,39
34242,2,95
34238,7,15
34240,7,782
34144,2,36
34102,9,25
34144,1,26
34126,2,71
36011,6,6
36040,7,39
36011,2,6
36043,6,64
35046,5,70
35063,9,28
35093,2,486
35304,1,20
35262,4,29
35275,1,59
35240,3,1249
35218,9,99
35188,9,636
35193,9,158
35139,4,673
34050,7,334
34036,6,97
34042,1,11
34004,2,13
34205,6,46
34216,9,21
34203,7,455
34206,5,63
34246,3,229
34194,6,386
35351,3,123
36014,9,16
35347,6,461
36038,7,44
35327,3,506
36020,9,9
35355,6,180
36036,1,6
35326,2,97
34119,4,129
34121,4,17
34185,4,89
34116,7,1540
35161,7,328
35170,6,94
35163,5,272
35055,2,168
35063,5,43
35042,3,23
35064,5,125
35130,4,311
35037,3,601
35063,4,75
35097,7,410
34042,5,90
34061,6,58
34082,9,218
34077,5,545
34229,2,53
34210,2,116
34215,2,46
35243,2,81
35281,3,1391
35226,9,181
35294,5,253
35292,7,442
35266,6,403
34068,9,70
34089,1,12
34086,5,78
34045,6,83
35311,4,74
35226,1,31
35276,5,77
35272,7,130
35307,6,105
36008,3,6
35363,5,547
35362,6,139
36047,5,67
35354,4,26
35320,9,82
35135,2,62
35203,5,71
35171,2,61
35200,4,88
35223,9,369
35194,5,104
35197,7,197
34120,7,1410
34162,5,684
34165,2,137
34173,6,76
34174,5,116
35087,3,15
35055,5,1455
35090,4,453
35070,7,291
35068,3,888
35104,5,188
34230,3,5
34225,4,323
34203,5,382
34240,5,485
34158,9,15
34136,2,55
34123,9,1758
34130,7,573
35272,5,143
35229,1,15
35252,6,89
34020,1,15
34027,6,158
35068,6,825
35078,3,60
35086,2,25
35106,7,278
35141,2,11
35178,3,150
35216,1,6
35184,9,536
35177,5,694
35337,7,893
36044,5,5864
35352,4,1210
36037,3,6
34278,3,7
34241,3,48
34258,6,104
34207,6,187
34254,9,151
34152,6,22
34170,2,11
35308,6,543
35247,5,81
35271,6,238
35237,9,52
34286,9,55
34312,9,183
34334,2,27
34056,1,25
34035,9,102
34041,4,96
35140,7,136
35161,3,100
35173,1,59
35139,3,699
34192,6,229
34264,1,9
36026,9,65
36050,1,6
36011,1,6
35051,2,475
34185,6,20
34136,4,159
34299,3,375
34331,9,5
34292,9,34
34302,3,52
35023,2,119
35281,9,1680
35283,7,185
35236,4,1108
35314,6,78
35318,4,174
35155,5,104
35154,1,42
35134,5,16
35197,3,223
35190,9,26
35095,4,576
35071,4,67
35119,5,90
35054,5,226
35110,4,153
35130,1,5
34165,6,248
34182,4,208
34152,5,78
36029,2,6
35320,5,67
36041,6,28
34082,5,116
34043,7,62
34070,6,77
34063,1,11
34029,1,16
34043,4,74
34276,3,574
34190,1,6
34267,5,159
34227,5,320
34335,3,16
35014,9,192
35029,5,189
34334,7,90
34336,3,159
35159,6,34
35196,6,698
35179,7,914
35192,2,15
34147,6,291
34172,2,8271
34108,9,2838
34134,6,224
35256,7,974
35276,9,39
35235,7,296
35257,9,465
35123,1,24
35046,2,35
35047,2,469
36022,4,30
36009,4,204
36049,7,47
36030,1,11
34060,5,57
34012,2,46
34025,5,319
34007,9,47
34059,5,30
34198,2,459
34190,3,21
34223,9,116
34262,5,34
34241,4,63
34276,5,689
34254,5,156
35003,9,73
35016,4,255
34339,5,22
35153,7,48
35163,9,132
35175,5,146
35187,6,153
35139,5,605
35135,6,237
35170,4,70
34132,5,31
34097,2,11
34171,4,11
34156,3,4
35247,7,385
35318,2,16
35240,5,1309
35228,1,25
35255,9,75
34245,4,141
34095,6,511
34036,4,213
34002,5,162
34018,7,316
34047,6,56
35077,7,44
35087,9,54
35076,6,373
34299,5,1228
34314,3,122
36054,9,19
36008,7,104
35319,9,176
36016,2,20
35362,3,31
36005,4,550
36025,1,25
35156,3,26
35161,9,134
35145,3,77
35184,4,977
35144,2,10
35193,3,242
34278,5,7
34263,6,32
34141,1,19
34161,2,126
34136,7,447
34325,1,15
34287,7,44
34323,5,8
35008,6,118
35029,2,47
35233,4,183
35249,1,25
35297,7,1433
35296,5,171
35274,2,21
34022,3,808
34033,3,196
34045,5,42
34030,2,11
36056,1,56
35329,5,48
35325,5,15
35057,7,214
35127,3,284
35091,2,16
35072,1,65
35069,9,980
35058,6,113
35068,1,26
35167,1,77
35135,7,431
34304,1,15
34289,6,320
34320,6,119
35026,7,11
34341,4,475
35015,1,77
35033,2,141
35244,4,31
35302,2,30
35277,7,76
34209,1,20
34219,5,69
34281,6,195
34280,9,16
34203,3,96
34268,3,35
34146,3,349
34167,7,68
34158,2,15
34078,2,77
34083,3,17
36043,1,15
35320,7,67
35350,6,183
35356,3,262
36005,2,138
35080,2,74
35063,7,90
35047,7,3542
35146,3,32
35203,4,76
35178,6,209
35016,7,380
34332,1,50
35013,6,401
34295,9,164
35229,3,122
35300,2,36
35268,6,75
35305,4,74
35309,1,20
35304,9,132
34181,2,90
34171,7,56
34172,4,38819
34104,9,6
34027,2,83
34054,6,11
36051,4,21
36050,9,41
36003,6,185
36051,9,26
34202,7,1762
34243,4,250
34235,5,18
35120,4,871
35106,1,41
35162,4,225
35138,3,25
35141,1,25
35005,1,6
35025,2,30
35014,1,56
34325,5,246
34320,3,309
34288,5,109
35029,4,174
34318,1,10
34144,5,72
34166,9,370
34159,7,943
34111,7,1394
35310,5,183
35237,5,153
35260,4,61
35173,3,919
35343,1,20
36055,5,79
36001,1,35
36003,2,6
35356,4,403
34233,2,6
34236,3,11
34088,7,1351
34060,2,36
35114,1,10
35056,4,100
35090,9,284
35089,5,29
35013,4,476
34306,5,41
34300,5,798
34288,3,99
35019,7,591
34286,5,40
34147,5,436
34114,6,615
34121,6,32
34118,9,48
34175,4,22
35230,5,38
35316,3,41
35296,1,10
35296,4,126
35282,3,219
35305,2,15
35243,3,161
35171,3,121
35148,3,24
35174,6,118
35140,2,11
35144,9,93
34318,5,94
34338,4,18
34317,6,15
34294,9,56
34335,1,10
35066,6,767
35092,3,16
35086,5,93
35123,6,449
35067,5,184
35050,1,10
34234,2,9
34229,1,10
34089,9,121
34033,2,73
34017,3,26
34017,2,42
34083,4,32
35320,3,36
36020,2,5
35353,4,674
35361,3,21
35337,4,523
34128,9,200
34119,7,449
34148,9,534
35306,1,15
35256,2,111
35296,3,170
35207,1,36
35134,9,27
35157,3,25
35163,3,83
34034,7,32
34031,2,289
34018,9,123
34006,2,10
34079,3,535
35010,2,101
35012,1,131
35010,4,222
35030,3,35
34290,5,65
35006,1,81
34210,6,161
35081,2,22
35126,9,917
35118,6,163
35272,6,210
35277,2,21
35271,9,214
35232,9,57
35358,4,155
36033,7,62
36006,6,490
34107,7,129
34114,3,403
34182,7,456
34142,7,2332
34130,1,10
34149,4,65
34300,3,299
35019,4,131
34318,7,85
34040,5,10
34084,5,153
35221,2,68
35214,9,93
35178,5,194
35148,2,6
34276,9,513
34227,2,121
34274,1,16
34253,4,7
35071,5,37
34337,2,460
34301,3,2482
34163,5,553
34184,3,55
34180,4,163
34157,7,4409
36022,5,41
36045,1,15
35338,4,179
35335,2,25
35321,4,106
35308,1,35
35234,1,55
35233,5,192
35314,5,94
35318,1,6
35273,2,83
35181,6,56
35173,9,748
35172,7,382
35204,1,15
34063,5,311
34083,7,82
34234,3,22
34227,9,302
34247,7,1694
34242,1,5
34206,4,72
34191,3,28
34229,4,52
34232,5,55
34321,6,171
34337,5,1306
35115,7,6043
35095,1,46
35126,3,1003
34130,2,100
34142,6,577
34127,3,250
34102,3,53
35319,7,436
35287,9,192
35262,6,54
35225,3,30
36016,4,35
35353,9,1494
35345,9,92
35329,7,175
35001,5,776
35028,4,90
34311,3,165
34326,2,7
35009,4,154
34309,4,596
34288,9,101
35223,5,516
35156,9,82
35132,5,174
34208,1,19
34241,9,101
34261,5,32
34204,2,60
34045,9,62
34028,3,161
34031,9,692
02602,_T,1350
34171,3,6
34166,6,219
01400,_T,108
02703,_T,867
35231,1,11
35246,6,150
35231,6,142
35265,4,309
35029,6,319
34325,2,87
34342,5,28
35025,7,245
34329,5,430
35009,1,35
02482,_T,47
34337,4,1322
34327,5,849
34301,5,5248
01359,_T,209
03039,_T,307
01266,_T,2319
01181,_T,993
02626,_T,282
02510,_T,119
02478,_T,214
02178,_T,105
01391,_T,260
02332,_T,223
02283,_T,247
01209,_T,660
02634,_T,75
02727,_T,162
02449,_T,41
02527,_T,399
03280,_T,158
02172,_T,201
02129,_T,16
01364,_T,634
01128,_T,251
03116,_T,166
02453,_T,332
02016,_T,165
02020,_T,369
02123,_T,259
02164,_T,253
02079,_T,127
03196,_T,165
01379,_T,589
02622,_T,39
02238,_T,1410
02473,_T,157
02552,_T,148
02515,_T,37
01133,_T,342
01224,_T,2692
02789,_T,2139
03020,_T,253
02595,_T,130
02496,_T,54
02556,_T,52
02015,_T,70
01350,_T,2129
01360,_T,1593
02399,_T,467
02282,_T,345
02137,_T,99
02623,_T,89
02639,_T,280
02745,_T,87
02524,_T,559
03088,_T,276
34315,2,55
34324,6,238
35019,6,250
35022,9,76
35010,7,333
03277,_T,209
02359,_T,990
02329,_T,333
02505,_T,149
02512,_T,226
02214,_T,49
02798,_T,924
03047,_T,341
01449,_T,618
01346,_T,665
01177,_T,144
02387,_T,793
02276,_T,101
02347,_T,372
02616,_T,152
02755,_T,414
02666,_T,764
02450,_T,307
02193,_T,59
03070,_T,135
02777,_T,100
01335,_T,292
02419,_T,244
02366,_T,233
02706,_T,449
02689,_T,32
03219,_T,165
03040,_T,953
02787,_T,210
01145,_T,1005
01173,_T,10621
01183,_T,1175
02324,_T,230
02268,_T,507
02127,_T,156
03262,_T,1743
02543,_T,1585
03022,_T,797
03090,_T,244
02106,_T,667
02395,_T,96
02260,_T,509
01139,_T,377
01227,_T,524
02697,_T,313
03003,_T,871
01347,_T,1737
02094,_T,368
02078,_T,143
01258,_T,966
02803,_T,126
01381,_T,675
03208,_T,316
02429,_T,96
02601,_T,144
02187,_T,942
02216,_T,262
02096,_T,138
02377,_T,106
02316,_T,107
02292,_T,1126
03159,_T,625
01402,_T,548
02474,_T,322
02454,_T,333
02174,_T,690
02213,_T,273
02361,_T,3890
01200,_T,173
02162,_T,228
02821,_T,540
02464,_T,292
02233,_T,105
02698,_T,70
02168,_T,12226
03005,_T,265
01355,_T,419
02318,_T,1140
02546,_T,149
03141,_T,147
03211,_T,2208
01260,_T,227
02617,_T,425
02738,_T,10769
02664,_T,115
02340,_T,4364
03089,_T,153
02501,_T,51
02420,_T,640
01216,_T,780
03257,_T,688
03236,_T,3078
02740,_T,191
02392,_T,265
02010,_T,130
03002,_T,276
03034,_T,403
02788,_T,377
02413,_T,229
02435,_T,71
02414,_T,165
02215,_T,713
02140,_T,341
02199,_T,468
01237,_T,1285
01380,_T,469
02239,_T,981
03191,_T,232
01401,_T,1786
01319,_T,344
02116,_T,128
02089,_T,959
02099,_T,168
02234,_T,64
02256,_T,105
03030,_T,738
02526,_T,90
01169,_T,530
02170,_T,115
02657,_T,171
02676,_T,1337
01367,_T,581
01293,_T,118
01198,_T,224
01252,_T,656
03121,_T,501
02120,_T,145
02087,_T,23
03085,_T,561
03027,_T,733
03019,_T,1386
01124,_T,588
02019,_T,292
01451,_T,5655
02298,_T,1216
03249,_T,147
03180,_T,511
03281,_T,347
02588,_T,56
02701,_T,556
02650,_T,322
02791,_T,236
03114,_T,230
03133,_T,454
02236,_T,257
02139,_T,345
02135,_T,912
03018,_T,548
02808,_T,228
03055,_T,774
02553,_T,177
02447,_T,111
02356,_T,163
02243,_T,2456
03183,_T,416
02773,_T,45
02690,_T,59
02535,_T,105
01387,_T,182
02053,_T,489
03053,_T,956
03025,_T,1136
02307,_T,1710
03146,_T,151
03198,_T,156
02009,_T,410
02629,_T,257
02724,_T,53
02818,_T,928
03247,_T,918
03285,_T,141
02069,_T,94
02443,_T,174
01301,_T,2201
02261,_T,321
02391,_T,182
03229,_T,519
02495,_T,863
02529,_T,154
01420,_T,1348
03108,_T,304
02381,_T,7028
02493,_T,201
03032,_T,182
02831,_T,306
02398,_T,247
03237,_T,346
34310,9,273
34334,3,16
35002,3,201
34293,5,174
02688,_T,23
02752,_T,224
01129,_T,226
02819,_T,84
02492,_T,344
02440,_T,119
02203,_T,970
02289,_T,339
01229,_T,1044
01188,_T,550
02422,_T,642
02462,_T,192
02557,_T,110
02083,_T,567
02166,_T,292
03021,_T,183
02550,_T,91
02637,_T,246
02674,_T,34
02704,_T,171
02728,_T,205
02812,_T,148
01333,_T,2830
01368,_T,689
03252,_T,543
02319,_T,411
02148,_T,212
02067,_T,176
02072,_T,127
02071,_T,526
03080,_T,557
01385,_T,810
03119,_T,326
02223,_T,235
02531,_T,96
02480,_T,247
02561,_T,139
02456,_T,262
01436,_T,437
01434,_T,379
03271,_T,727
01192,_T,1792
01290,_T,1145
02762,_T,144
02750,_T,445
02651,_T,74
02165,_T,1333
03140,_T,960
03213,_T,220
03142,_T,226
03144,_T,175
03011,_T,308
01284,_T,589
02212,_T,598
02175,_T,138
02061,_T,214
02767,_T,262
03137,_T,202
01362,_T,643
02404,_T,139
02815,_T,357
02167,_T,717
02119,_T,249
02130,_T,146
03238,_T,458
03207,_T,424
02813,_T,246
02824,_T,311
02001,_T,387
03248,_T,137
03115,_T,297
01210,_T,205
02519,_T,155
02497,_T,949
02041,_T,669
02792,_T,133
02649,_T,228
02091,_T,76
02112,_T,468
02548,_T,304
02461,_T,277
01114,_T,503
03194,_T,115
02746,_T,523
01416,_T,869
02804,_T,158
03037,_T,202
01179,_T,1614
02710,_T,552
02555,_T,1699
01240,_T,526
01247,_T,251
01285,_T,1033
02744,_T,59
02723,_T,85
02770,_T,684
02046,_T,460
01369,_T,840
03066,_T,305
03184,_T,398
02048,_T,100
02136,_T,90
02551,_T,82
02683,_T,99
02741,_T,433
01296,_T,346
01388,_T,958
02672,_T,209
02370,_T,414
02277,_T,284
03093,_T,1024
03104,_T,971
03179,_T,266
03139,_T,289
02082,_T,94
02410,_T,196
02567,_T,247
02520,_T,603
02648,_T,1537
01437,_T,171
01267,_T,816
02317,_T,177
02125,_T,151
03246,_T,503
03171,_T,193
02368,_T,420
02242,_T,485
01320,_T,3086
02028,_T,2082
02121,_T,199
03174,_T,801
02652,_T,72
02730,_T,233
01445,_T,464
02530,_T,69
02484,_T,418
03109,_T,642
03078,_T,218
02406,_T,124
02086,_T,821
02044,_T,15
02373,_T,148
02351,_T,94
02291,_T,335
02431,_T,328
02088,_T,70
02073,_T,552
01212,_T,558
03150,_T,180
02653,_T,414
02731,_T,154
02776,_T,461
02266,_T,36
02068,_T,55
01372,_T,362
01370,_T,1538
02790,_T,195
02173,_T,9567
01351,_T,1228
01386,_T,947
01277,_T,120
03069,_T,263
02463,_T,61
02547,_T,54
03200,_T,1307
03138,_T,2697
03079,_T,236
02677,_T,183
02375,_T,135
02385,_T,136
02237,_T,1197
02227,_T,108
01441,_T,566
03279,_T,427
02758,_T,1695
02541,_T,337
02576,_T,266
02446,_T,103
01118,_T,1045
01275,_T,2061
01384,_T,1714
03253,_T,296
03217,_T,651
02714,_T,292
02656,_T,310
03182,_T,209
02279,_T,452
02369,_T,185
03061,_T,298
03075,_T,143
02799,_T,310
03054,_T,187
01249,_T,8142
02566,_T,926
03274,_T,256
03256,_T,176
03048,_T,1158
03067,_T,123
02271,_T,111
01187,_T,690
01309,_T,80
02210,_T,277
03269,_T,75
03029,_T,713
02680,_T,1928
01206,_T,231
03111,_T,956
03267,_T,531
02737,_T,467
02570,_T,132
02494,_T,94
01215,_T,116
02335,_T,145
02364,_T,207
01339,_T,1253
01378,_T,2290
01392,_T,573
02816,_T,374
03243,_T,120
02734,_T,237
01143,_T,8205
02110,_T,1822
02290,_T,2254
02244,_T,45
02263,_T,102
02025,_T,310
01375,_T,617
01453,_T,604
03001,_T,2452
03276,_T,86
02219,_T,141
02095,_T,4506
01295,_T,455
02339,_T,536
02374,_T,686
03228,_T,46
03282,_T,310
03071,_T,212
03008,_T,361
03028,_T,302
02747,_T,63
02065,_T,435
02060,_T,217
01191,_T,124
03231,_T,159
03205,_T,393
03160,_T,310
01314,_T,1459
02345,_T,27
02382,_T,1140
02720,_T,1672
02742,_T,86
01299,_T,449
01196,_T,1013
01155,_T,129
02107,_T,86
02211,_T,258
01174,_T,150
01236,_T,770
02225,_T,59
02262,_T,170
02035,_T,211
01393,_T,469
02707,_T,123
01156,_T,720
01184,_T,624
02573,_T,56
02229,_T,56
02312,_T,877
01232,_T,1836
03255,_T,132
02209,_T,530
02433,_T,189
01246,_T,1782
02729,_T,59
02625,_T,117
01429,_T,579
03239,_T,238
01294,_T,769
01110,_T,144
01135,_T,1804
02181,_T,88
02591,_T,119
02621,_T,325
02331,_T,96
03261,_T,158
03096,_T,89
02470,_T,361
02299,_T,420
02362,_T,197
02133,_T,335
02206,_T,57
02765,_T,180
02615,_T,316
03158,_T,750
01435,_T,1789
02577,_T,81
02572,_T,429
01245,_T,797
01203,_T,1051
02321,_T,728
02654,_T,79
02743,_T,142
02157,_T,692
02115,_T,165
01152,_T,656
03284,_T,234
02415,_T,118
02732,_T,71
01115,_T,1077
01428,_T,115
36145,9,15
36117,4,35
36118,6,69
36138,5,10
36195,3,33
37090,4,7
37025,5,129
37146,7,33
37213,5,101
36171,2,75
36186,1,11
36163,9,44
37081,3,103
37074,6,248
37031,1,41
37042,4,30
37043,4,155
37014,5,450
37087,5,34
37177,9,45
37111,9,117
37151,5,413
38066,7,45
37274,2,14
37224,4,111
37260,6,95
37201,3,30
37207,9,27
38065,9,217
38053,9,4118
38069,4,174
38063,7,134
38111,9,772
38019,2,59
36128,5,208
36080,7,30
36074,5,74
36156,6,16
36083,4,15
36123,3,6
36211,2,10
37001,3,41
36234,7,123
36161,4,88
37028,1,20
37067,7,387
37044,2,6
37068,3,31
37143,3,65
37116,3,24
37115,2,89
37141,9,63
38081,1,27
38062,5,122
38073,9,19
38015,5,246
38052,7,883
37258,1,6
37276,3,96
37279,2,11
36149,3,31
36155,5,71
36085,7,75
36163,6,78
36173,7,91
36214,5,41
36173,3,42
38318,5,559
37126,1,10
37196,6,138
37166,6,78
37141,2,42
37126,4,32
37028,2,44
37053,6,11
36077,2,6
36078,2,31
36059,5,39
38051,3,107
38029,2,100
37246,5,21
37245,3,192
37258,2,5
38226,6,76
38256,4,274
38235,2,20
38256,7,344
38292,2,89
36199,3,76
37007,3,11
36231,7,268
37003,9,1668
37165,6,48
37126,2,27
37155,4,75
37184,5,35
36112,6,128
36129,7,208
36103,3,15
36137,6,41
36093,2,85
38268,9,20
38298,5,558
38273,4,70
38257,4,47
38264,1,10
38265,6,178
38291,9,96
38290,3,15
38051,7,351
38107,3,142
38017,4,338
38098,5,92
37256,7,92
37254,9,126
37216,7,442
38008,4,5
37269,9,29
37093,9,35
37084,5,107
37032,4,20
37099,6,77
37056,5,79
36189,1,25
36232,9,72
36239,6,45
36190,7,78
36190,2,12
38268,7,35
38230,3,153
38324,2,45
37180,5,72
37152,7,682
37128,6,228
36069,9,86
36116,2,10
36111,9,11
36086,7,148
38071,3,240
38037,9,65
38094,3,102
37254,4,263
37259,2,16
37274,3,10
37262,7,80
37244,2,6
37022,1,16
37045,2,36
37100,3,36
36174,5,49
36163,4,44
36248,7,51
36191,3,11
38330,2,10
38297,4,250
38270,3,331
38287,9,74
38257,2,25
38259,4,120
37161,1,11
37153,5,755
37129,7,361
37131,9,112
37142,7,161
36062,2,15
36101,7,418
37226,4,411
37250,9,292
37254,5,222
37279,7,202
37085,7,235
37037,3,10
38108,2,11
38076,3,134
38284,5,82
38245,7,69
38238,7,396
36172,5,37
36173,2,11
36196,3,5
36178,3,11
37003,5,1542
36198,1,10
36239,1,10
37141,3,90
37174,7,320
37148,6,76
37174,9,65
37130,3,31
37088,1,5
37022,4,427
37043,2,5
36158,4,25
36138,2,10
36104,2,6
36094,4,45
38046,6,167
38029,3,119
38059,6,135
38311,9,52
38308,6,25
38257,1,5
38272,4,52
38258,4,9
38296,7,144
37276,4,156
37228,2,60
37213,9,121
37280,5,16
37247,5,104
38004,4,197
36231,4,142
36213,4,16
37002,1,5
37082,5,56
37177,7,162
37172,3,443
36110,4,65
36101,5,256
36059,6,38
36126,9,37
36147,3,6
38055,9,46
38089,9,36
38070,5,151
38321,7,53
38331,2,24
38280,3,35
38285,3,6
37206,2,64
37263,9,171
37258,9,21
37219,6,84
37218,2,15
37008,3,206
36239,4,55
36243,7,113
36176,7,145
36182,9,35
36246,5,15
37146,5,42
37029,5,56
38257,9,43
38333,4,66
38311,5,47
38279,2,40
38304,7,316
36106,5,6
36131,2,32
38083,2,5
38077,1,15
38104,7,338
38064,2,149
38085,2,252
38064,5,389
38085,6,1305
36180,3,5
36242,7,33
36241,1,26
38254,6,64
38243,3,11
38240,9,15
38271,6,71
38270,2,70
38232,6,84
37170,1,21
37154,2,156
37173,6,107
37168,6,24
37124,5,319
37173,1,11
37201,9,41
37222,7,220
38098,4,113
38053,5,4151
38033,9,29
38019,1,5
38048,4,176
38200,7,921
37089,9,39
37092,7,161
37056,6,70
36137,7,120
36087,9,33
36135,7,124
36103,6,149
36131,3,11
38221,7,41
38216,6,9
38148,7,750
38219,3,21
38124,2,105
38146,2,20
38295,2,21
38309,4,187
38331,4,139
38288,2,62
38102,3,97
38072,4,365
36217,2,5
36216,6,13
36189,9,95
36175,4,10
38003,3,80
37264,4,246
37220,1,6
37205,1,5
37020,5,143
37026,6,79
37032,9,46
37061,6,56
37183,3,66
37116,7,158
37134,7,140
37146,4,10
38126,6,119
38210,6,56
38148,4,431
36153,2,20
36089,4,42
36115,7,42
36073,6,37
36150,7,231
38294,7,135
38264,2,24
38231,6,101
38325,2,26
38301,6,25
38111,3,1127
38089,3,6
38044,6,153
38065,5,228
38059,7,643
