GEO,PCS,OBS_VALUE
71580,7,127
72010,1,16
72032,1,6
72058,1,35
72074,6,25
72335,3,59
72320,9,326
73004,5,77
72307,9,22
72331,6,91
73001,9,15
71500,7,39
71497,6,155
71521,7,47
71572,3,21
72131,3,10
72104,6,87
72098,4,63
73083,7,93
73012,2,5
73047,6,37
73052,6,16
73041,3,21
73027,4,29
73074,9,33
73099,7,135
72246,5,34
72219,9,51
72233,6,17
72222,6,40
72200,6,417
72241,3,134
72202,7,39
71342,4,738
71270,3,2004
71296,4,118
71282,5,152
71404,6,90
71409,7,76
71387,9,34
71398,2,15
71591,5,56
72037,7,42
72073,4,146
72021,5,43
72074,4,20
72007,7,72
72294,3,37
73008,7,9417
72348,4,41
72368,5,50
72353,1,22
71494,7,152
71572,2,6
71509,1,5
71570,3,16
71534,6,14
71537,1,11
71526,9,27
71506,1,20
72235,4,31
73109,5,114
73036,1,19
73054,3,366
71348,5,20
71310,2,111
71359,9,15
72168,9,238
72137,7,565
72161,1,35
72143,4,143
72100,6,76
72148,4,5
72144,5,27
72017,9,53
72035,3,50
71576,7,90
72021,2,29
72022,2,15
72058,9,605
72009,6,45
71465,7,42
71462,6,70
71422,2,5
72319,7,117
72343,5,72
72300,2,81
71503,5,21
71557,5,85
71487,1,21
71510,3,37
71556,5,94
72273,6,46
72283,7,69
72227,7,12
72190,5,34
72272,3,6
73031,4,800
73087,5,800
73049,9,15
73028,2,11
72029,5,171
72048,2,20
72129,2,45
71438,1,20
71390,5,107
71402,6,41
71410,6,132
71394,1,15
71360,7,469
71336,5,357
71332,7,152
72317,1,10
72382,1,16
72315,5,93
72323,2,6
71567,1,17
71532,3,5
71542,9,116
73070,7,136
73012,6,5
72269,3,65
72286,6,47
71584,1,30
72073,6,110
72051,4,435
72101,1,16
72101,2,30
72127,1,15
72152,4,49
71442,6,242
71379,1,40
71447,5,30
73007,2,35
72325,3,11
72375,5,55
72307,6,53
72383,4,10
71276,4,15
71323,2,6
71352,1,5
71267,1,16
72254,9,44
72282,1,50
72291,7,201
72259,1,6
72197,1,11
71369,3,22
71368,5,45
71411,5,21
71484,7,376
71490,5,148
71550,4,99
71547,7,103
71504,6,5
72036,9,29
71581,9,20
72076,5,59
72025,4,190
72054,5,696
72013,1,15
72010,6,58
72156,5,158
72098,3,6
72150,3,66
72160,4,59
72173,2,30
72157,5,78
73088,2,15
73033,2,41
73026,3,36
73013,7,106
73014,9,43
73104,5,41
72348,1,6
71428,5,89
71374,3,22
71423,1,11
71420,4,314
71392,2,20
71520,2,11
71541,6,56
71273,9,24
71269,9,127
71272,9,15
71313,5,54
72373,7,952
72050,7,513
72190,7,134
72190,1,10
71376,2,21
71456,1,30
71412,7,345
71448,9,127
71386,5,19
71424,2,5
71423,6,52
73034,3,76
73047,3,6
73025,3,20
73097,7,169
73110,9,63
72122,9,77
72142,1,5
72184,3,25
72091,5,21
72096,1,25
72373,3,99
71555,9,564
71500,6,9
71524,7,79
71389,5,32
71396,1,10
71462,9,60
71379,2,35
71370,1,5
71291,6,83
71296,3,61
71325,5,117
71326,4,32
71365,7,182
72289,4,231
72208,3,29
72213,3,263
72204,9,37
72190,6,20
72238,5,14
72289,9,196
72196,3,20
72047,3,117
72049,2,5
72180,3,146
72113,2,15
72169,3,139
72179,4,165
73041,4,48
73090,3,6
73103,7,594
73105,3,88
71544,2,11
71468,5,77
71501,1,5
72307,5,11
72369,3,16
72315,1,16
72347,6,74
71433,5,21
71464,4,17
71401,2,31
71448,7,445
71447,7,62
71287,6,42
71355,2,15
71336,7,828
71337,9,18
71317,1,36
72112,5,76
72132,6,1251
72106,4,138
72171,3,6
71583,1,15
72031,4,84
73085,9,107
73032,2,46
73057,9,34
73018,7,221
73059,9,274
72201,6,69
72278,3,14
72205,1,5
72234,5,36
72230,7,252
72275,9,96
72229,5,44
72196,4,90
72210,9,15
71483,2,6
71548,3,5
71502,9,129
71561,6,6
72297,9,25
72359,2,40
72297,5,74
72311,1,6
72326,5,32
71373,7,701
71458,6,11
71466,6,6
71413,2,34
71302,7,55
72157,7,186
72123,6,17
72131,6,137
72127,2,40
72228,3,103
72210,6,79
72218,6,76
72230,3,32
72376,5,96
72335,1,5
72319,5,95
73027,5,24
73048,6,62
73028,3,16
73043,7,557
73049,2,10
73114,2,35
73114,1,15
71451,4,12
71459,6,20
71377,9,11
71430,4,79
71465,1,16
71415,7,67
71452,4,5
71576,5,22
72076,6,27
71583,7,251
71566,4,158
71557,6,80
71281,7,118
71297,3,25
71353,5,62
71325,3,49
72095,1,5
72153,4,44
72114,2,11
72133,2,11
72110,5,132
72180,9,630
72155,6,437
72183,9,95
72154,3,700
72315,9,53
72322,7,56
72357,4,93
72336,2,51
72307,2,11
72367,7,196
73071,6,41
73048,2,5
73079,7,175
73040,2,22
73116,1,5
73095,6,79
71462,5,70
71372,6,282
72271,2,15
72289,5,236
72270,7,27
72231,5,783
72222,7,57
72215,2,37
72044,5,69
72045,9,65
72077,6,81
72010,2,16
72083,6,89
72085,7,50
71469,1,21
71477,5,52
71532,4,10
71335,4,12
71365,3,16
71362,2,26
71312,6,16
71340,5,164
72177,6,99
72088,7,58
72145,7,113
72099,6,97
72106,1,6
72152,9,35
72295,6,41
73008,2,1071
72328,1,11
72303,9,69
73064,6,388
73020,2,36
73052,5,16
73110,1,5
72065,3,191
72059,3,19
72080,3,135
72005,9,96
72018,4,16
72059,2,10
72032,6,42
72067,2,36
71423,3,21
71448,6,124
71370,6,65
72208,2,15
72280,9,191
72194,2,5
72239,2,10
72114,9,11
72153,5,55
72182,2,85
72146,4,414
72096,6,170
71363,4,7
71302,4,32
71351,1,10
71300,3,10
71478,2,6
71495,5,118
71522,5,140
71550,5,74
71474,1,24
71525,5,105
73057,6,48
73113,7,35
73048,4,47
73087,2,232
73057,3,26
72299,1,21
72334,4,104
73010,1,56
73008,9,3093
72342,6,16
72311,4,34
72051,9,375
72045,6,89
72042,5,295
72028,6,78
72265,7,42
72220,3,21
71419,1,10
71434,3,10
71447,2,6
71389,3,6
71434,2,20
71368,2,10
71445,9,580
72163,1,39
72169,9,101
71318,6,161
71359,7,216
71276,7,54
71279,7,152
71351,7,743
71342,2,211
71291,3,26
71548,2,19
71548,6,47
71566,1,20
71487,4,11
71514,6,36
71540,7,784
71494,5,86
73019,4,99
73051,2,238
73047,5,32
73076,4,32
73025,2,10
72039,9,318
72079,6,42
72042,4,180
72026,3,87
71576,9,27
72357,2,6
72299,6,330
72320,6,242
72329,9,327
72320,3,279
72236,5,11
72238,9,5
72250,7,57
72224,7,95
72235,3,11
72232,5,87
71325,2,57
71326,5,34
71357,5,10
71346,2,30
71317,3,6
71362,7,66
71553,1,11
71470,1,11
71470,4,57
71489,5,92
71566,5,245
71517,9,49
71538,9,60
72185,7,144
72156,2,19
72143,1,20
72115,6,108
72133,7,362
72152,3,10
72124,9,400
71455,6,26
71413,6,53
71396,2,24
73077,2,48
73083,6,30
73030,5,903
73011,9,2575
72057,7,18
71578,2,15
72038,3,11
72073,3,66
72243,4,171
72201,5,25
72217,2,71
72189,5,206
72347,9,16
72364,9,125
72299,5,396
72313,6,32
72373,1,25
72305,7,328
71495,7,325
71481,9,117
71533,6,66
71336,9,210
71269,4,263
71286,1,6
71347,4,88
72154,9,2050
72119,7,201
72151,1,21
72170,5,10
72171,4,6
72134,6,66
72137,5,299
72186,7,253
73074,3,15
73091,3,6
73012,4,29
73017,6,97
71443,6,236
71437,6,46
71459,7,123
71417,6,117
71456,5,336
72056,2,26
72011,7,234
72084,2,16
72029,9,210
72071,6,588
72070,4,16
72212,5,82
72234,9,21
72218,2,6
73098,1,10
73068,2,51
73017,9,71
73039,7,130
72340,7,239
72328,4,506
72294,4,62
72377,6,268
72375,1,10
72175,9,147
72173,4,136
72186,3,10
72175,1,25
72103,3,11
72187,2,29
71356,6,138
71319,3,16
71318,9,97
71315,9,15
71314,3,10
71573,3,11
71502,4,192
71547,5,32
71369,9,22
71453,2,24
71383,5,90
72008,7,1692
72085,5,10
72079,5,27
71591,3,51
73116,5,50
73113,6,15
73053,2,21
73014,5,22
73124,2,104
73036,9,39
72195,4,189
72256,4,46
72324,2,16
72382,7,268
72366,1,10
72104,3,15
72152,2,11
72150,4,231
72100,9,36
71305,6,147
71305,4,129
71323,5,6
71343,7,90
71276,3,5
71577,3,6
72059,5,69
71522,4,295
71529,1,20
71427,5,6
71442,3,78
71440,6,33
72286,4,42
72226,6,243
72250,6,21
72286,1,21
72281,6,122
73083,9,5
73098,4,135
73070,5,89
73086,2,20
73100,2,53
73091,5,6
72334,3,74
72327,6,40
72310,6,74
72305,2,19
72359,9,68
72366,9,25
72324,9,41
72101,9,41
72173,7,367
72130,6,86
72178,4,5
72173,5,149
72173,1,11
72157,3,53
72123,7,12
72054,1,5
72006,4,215
71586,5,5
72039,5,427
72072,3,14
72072,6,28
72068,5,125
71415,5,23
71381,7,24
72220,2,16
72275,4,257
72189,1,33
72281,9,40
72224,6,84
72198,9,170
73094,3,20
73032,7,514
73065,4,7330
71557,3,50
71525,3,35
71489,7,88
71313,7,94
71328,5,124
71306,3,399
71301,9,14
71303,6,106
71360,9,135
71266,4,32
72375,2,19
72321,7,103
72339,7,159
72336,9,92
72125,4,15
72100,3,11
72111,4,94
72121,1,32
72132,2,186
72182,1,40
72087,9,50
71381,6,12
71445,1,5
73078,2,10
73015,6,145
73063,5,92
73088,9,5
72237,1,15
72217,1,16
72251,5,45
72205,6,314
72221,9,40
72279,5,48
72021,9,91
71589,6,90
72060,6,59
72041,1,11
72022,7,252
71273,6,42
71339,3,28
71296,1,11
71322,3,7
71355,6,36
72359,6,179
72346,3,214
72352,9,21
72295,3,26
72380,3,31
71563,6,13
71539,6,6
71477,4,71
72157,4,112
72185,5,75
72166,9,27
72179,7,519
72227,5,12
73050,2,38
73032,6,304
73085,5,157
72059,9,76
72013,6,324
71590,2,26
71584,9,52
71295,4,97
71329,1,16
71264,6,30
71289,1,31
73095,5,71
73055,9,84
73122,1,15
71515,1,6
71522,2,85
71556,7,150
71498,3,10
71544,6,32
72300,6,554
72337,5,145
72310,7,671
73001,5,21
72378,7,270
72296,7,182
72145,5,57
72104,7,144
71450,5,25
71425,6,52
71407,1,9
71433,9,10
72223,7,674
72032,7,99
72013,7,695
71574,6,107
72043,6,35
73096,9,123
73097,2,20
73021,4,113
73024,7,183
73074,7,66
71344,9,5
71337,5,14
71289,3,56
71528,5,232
71562,3,18
71488,4,9
71507,7,62
72160,3,35
72198,6,156
72265,3,4
72216,2,20
72250,5,26
72341,2,32
72377,3,46
72386,5,383
73063,9,56
73094,7,117
73011,3,789
73116,9,20
71437,9,11
71394,7,315
71456,3,70
71438,4,43
71409,5,70
71463,4,35
72013,3,54
72001,4,340
72041,5,53
71591,7,162
71302,6,16
71276,1,10
71272,1,10
71271,9,16
71487,7,73
71493,2,16
71535,1,20
71563,5,7
71553,6,32
72252,2,39
72225,7,185
72219,4,86
72265,9,32
72276,6,350
72292,9,14
72185,1,5
72137,2,56
73114,3,20
73051,1,5
73076,9,6
73090,6,31
73071,3,21
71409,6,21
71457,5,16
71437,2,16
71394,9,78
71427,7,24
71455,9,11
71388,5,60
71580,6,81
72012,3,28
71577,9,11
72017,3,10
72026,9,136
72060,7,100
71326,1,27
71289,6,161
71331,5,6
71332,4,45
71353,4,85
72328,7,1262
72326,7,63
72363,9,150
72380,9,81
71485,7,48
72230,4,141
72251,4,55
72196,5,95
72042,7,655
71591,2,6
72036,4,14
72019,7,51
72044,9,45
71579,9,21
71588,3,78
72010,5,21
72126,1,15
72173,3,55
72173,6,171
72182,3,31
72128,6,64
72160,9,64
73036,7,213
73057,7,114
71274,9,31
71296,9,21
71267,7,224
71338,4,28
71326,3,9
71314,5,26
71428,3,42
71405,5,19
71433,4,37
71382,5,90
71450,6,5
72343,2,6
72374,9,11
72310,4,206
73001,7,106
71538,3,6
71516,6,84
71516,5,60
71468,4,94
72051,3,166
72041,2,6
72031,5,40
72024,1,20
72103,1,15
72087,5,65
72176,5,483
72105,9,30
73092,6,12
73031,3,295
73023,4,123
73116,7,135
73089,9,85
73054,1,35
72230,9,88
72233,5,6
72217,9,240
72275,5,252
72276,3,25
72211,6,108
71347,2,26
71310,3,227
71291,7,253
71278,4,15
71281,3,10
71409,2,10
71399,5,40
71420,3,102
71462,7,115
71426,9,41
72062,9,65
71586,6,20
72059,6,183
72079,3,11
72294,9,47
72358,9,180
72316,6,121
73006,5,588
72364,6,241
72184,7,80
72119,5,137
72158,5,116
72123,9,12
71478,9,6
71541,7,85
71570,6,91
71284,1,6
71277,6,61
71268,3,12
71267,6,96
71308,7,8
72283,1,16
72193,1,30
72228,2,63
72219,3,51
73036,6,53
71444,6,113
71389,2,11
71395,4,35
71416,1,32
71448,4,176
72070,5,21
71588,4,137
72037,2,12
72053,3,46
72385,3,86
72333,4,39
72376,3,36
73007,4,185
72385,1,6
72155,1,15
72180,4,301
72186,4,100
72096,5,215
72119,2,34
71264,7,74
71338,3,33
71480,3,40
71499,5,543
71479,5,200
71537,7,84
72292,4,20
72282,2,15
72248,1,11
72191,9,251
71438,7,177
71438,6,72
71430,3,50
71408,2,39
72062,3,25
72072,4,47
73052,2,6
73019,2,36
73104,3,41
73104,9,46
71277,2,36
71302,2,21
71361,5,6
71360,4,188
71302,9,16
72172,7,333
72165,4,245
72091,6,26
72141,4,89
72351,5,125
72354,5,5
72325,9,64
72319,9,35
71529,7,101
71531,9,31
71482,2,35
71549,2,5
71553,4,47
71543,6,622
72244,5,304
72246,3,5
72220,5,78
72289,3,111
71373,9,170
71454,3,21
73064,5,694
73097,6,54
73094,4,49
73070,6,89
72031,7,105
72065,6,176
71586,2,21
72073,5,202
72128,1,25
72147,9,90
72128,5,63
72086,6,6
72113,5,93
72135,2,21
73004,7,92
72353,5,11
71264,3,15
71320,3,39
71293,3,20
71294,9,91
72261,2,32
72211,4,39
72273,9,11
72226,7,149
71485,1,15
71472,3,26
73096,2,20
73041,1,20
73019,6,153
72087,1,10
72178,5,20
72133,4,307
71577,5,21
72015,1,5
72041,9,16
72019,3,16
71574,4,87
71428,6,89
71389,4,16
71446,4,16
72367,4,99
72386,7,1373
72345,7,71
71278,3,15
71351,3,40
71295,9,116
71297,7,243
71279,1,36
71523,4,96
71495,4,49
71572,4,32
71474,9,19
71546,9,39
72200,4,457
72250,2,6
72260,7,1023
73114,9,40
73022,9,57
73054,2,468
73101,4,16
72186,6,100
72156,1,6
72135,6,127
71444,7,305
71430,5,20
71463,3,15
71446,9,11
71382,7,206
71430,6,40
72338,4,126
72368,4,20
72305,3,26
72306,2,31
72325,4,40
72002,5,30
72034,7,122
71590,5,73
71340,9,144
72194,6,88
72195,3,45
72245,9,82
72208,1,10
72261,9,8
72120,4,20
72142,2,10
73053,4,113
73097,9,49
73101,5,6
73070,3,68
73024,4,123
73029,2,98
73048,7,96
71556,1,6
71552,9,30
71554,5,5
71483,6,54
71502,2,22
71516,3,20
72297,2,16
71466,3,11
71404,4,134
71382,2,30
71447,3,25
71402,9,106
71287,4,20
71321,3,11
71351,9,205
72270,1,16
72195,2,81
72276,4,162
72189,7,818
72084,6,260
72048,7,115
72048,9,46
72077,5,48
72163,3,10
72134,2,24
72169,7,301
72167,2,27
71532,7,5
71550,9,57
71512,4,276
71490,2,44
71552,4,51
71558,9,96
71528,6,337
72339,1,36
72322,5,16
72348,6,6
73094,2,29
73047,9,16
73032,9,177
73022,7,169
71442,2,27
71376,6,15
71401,1,16
71332,2,11
72188,9,16
72252,4,129
72218,4,37
72220,7,259
72083,2,15
72002,4,30
73005,9,26
72299,2,66
73001,6,30
71497,5,287
71521,2,6
71530,1,24
71567,5,6
71378,4,258
72087,3,6
72143,5,232
72153,1,35
73105,4,189
73106,5,47
73096,7,291
73097,4,107
73071,9,21
71339,7,127
71268,2,33
71295,1,35
71362,4,36
71289,4,97
71574,2,25
72021,6,108
72039,2,60
72084,3,31
72234,1,31
72255,3,15
72208,7,129
72293,4,90
72254,1,6
72267,3,31
71440,3,39
71437,3,26
71384,9,50
71570,2,11
71488,3,9
71565,2,40
71565,1,25
71491,5,151
71520,5,214
71557,4,75
72295,5,57
72369,1,16
72152,6,56
72098,7,166
72136,1,6
72124,2,179
71300,6,88
73064,7,1529
73096,5,118
73058,4,166
73121,5,231
73042,6,14
72073,7,244
71576,6,53
72010,4,21
72028,3,15
72061,7,382
72283,6,91
72271,9,45
72225,6,67
72200,2,106
72289,2,41
71447,9,31
71484,2,63
71565,3,5
71478,4,6
71493,1,11
72367,3,21
72353,9,17
72378,9,140
72182,6,262
72182,4,148
72109,3,21
72122,6,253
71393,3,31
71414,4,65
71385,9,33
71376,9,10
71269,1,11
71309,2,26
71350,5,100
71358,7,64
72050,4,122
72076,4,43
71590,1,11
71582,3,47
73113,2,5
73078,4,39
73110,6,111
73024,3,31
73047,4,32
71475,4,802
71472,7,71
71506,3,69
71505,3,12
71486,5,1115
72215,3,40
72269,9,294
72204,3,16
72250,9,6
72205,3,114
72341,5,73
72344,6,223
72303,4,85
72348,9,16
71413,5,107
71428,1,16
71395,7,65
71445,6,690
72137,3,81
72132,1,15
71578,3,15
72053,9,126
72061,3,41
72086,1,21
71271,3,6
71349,3,13
71290,2,41
71299,4,28
71472,6,18
71537,6,11
71496,3,15
71477,1,6
73090,5,11
73106,2,15
72135,7,67
72128,7,155
72109,5,107
72141,3,35
72114,6,32
72101,4,90
72121,7,89
72231,3,346
72291,3,41
72204,6,85
72253,4,302
71411,9,11
71374,6,17
71393,9,35
71440,2,25
72300,7,688
72343,3,31
72341,9,43
72337,9,79
72072,5,38
72052,9,25
71588,6,99
72011,9,82
71313,1,33
73116,6,64
73033,9,41
73120,6,84
73114,6,114
73086,6,21
73014,6,37
72131,7,113
72088,9,20
72166,4,44
71557,7,174
71516,4,50
71500,4,5
71535,3,15
72205,5,254
72068,2,40
72006,6,210
72004,4,106
71454,2,11
71411,7,36
71395,3,10
71439,7,244
71369,5,32
72313,9,6
73003,5,512
72321,6,94
72378,1,20
72327,5,30
72121,3,6
72102,6,23
73067,9,120
73065,7,12527
71469,2,31
71481,6,122
71571,9,24
71548,7,63
71588,9,88
72015,9,25
71574,3,92
72001,1,6
72004,9,26
72078,4,25
72244,2,94
71538,6,67
71564,6,66
71515,5,11
71388,2,25
71430,9,30
71406,6,22
72297,3,20
72326,9,21
71319,4,50
71314,7,64
71329,3,6
71297,1,11
71350,7,221
71280,6,23
71318,2,40
71338,5,14
71354,5,65
71355,7,94
71323,4,16
71270,7,7984
71294,7,319
71362,9,31
71273,5,33
05024,4,17
04211,6,33
04164,6,18
05026,3,11
04031,7,174
04062,3,6
04035,4,38
04139,7,123
04025,6,10
05063,3,10
05142,5,56
05085,6,21
05167,6,6
06143,3,36
07033,7,47
07015,5,45
07126,5,164
07137,2,4
06116,4,11
06153,5,80
06073,1,6
06004,3,9228
05022,4,20
04149,9,344
04220,4,45
04214,5,14
04036,1,11
04128,5,17
07051,2,14
07073,2,15
07024,1,6
05079,3,47
05111,2,24
05096,9,41
05062,2,6
07119,1,5
07165,7,184
07103,4,41
07115,9,26
06070,4,68
06072,3,16
06085,3,2496
06129,9,31
04161,9,5
05023,2,419
05012,9,42
04202,7,63
05022,9,10
04202,2,5
05156,6,31
06058,3,41
06051,1,5
05173,7,177
05184,4,22
03254,6,624
03279,9,38
03288,6,61
07015,9,71
07063,1,11
07054,5,18
07064,3,132
07090,5,98
05114,3,5
05100,1,5
05136,2,63
05086,4,12
05033,5,5
05084,7,125
05027,7,14
04097,6,40
04022,3,30
06159,9,436
06077,7,425
03245,7,36
03300,3,16
03310,4,1989
03292,3,11
07198,9,75
07145,7,261
07112,7,91
07173,4,5
07113,6,43
07153,7,122
05172,4,30
06010,7,613
06023,5,391
06055,9,16
05013,1,17
05021,6,16
04194,3,19
04192,9,99
04159,6,6
07076,3,101
07035,1,16
07099,3,31
07068,2,16
07032,7,14
05037,7,155
05113,7,97
05054,6,20
05028,7,41
05128,6,65
05100,6,70
03298,6,482
03240,9,47
03241,5,16
06142,3,24
06098,6,19
04021,3,11
04132,5,11
04022,5,75
04126,6,42
04133,6,10
04110,2,31
05178,1,16
05171,6,35
05161,4,161
06013,2,31
05184,5,11
07133,6,11
07155,7,372
07111,5,29
07031,5,60
07090,9,134
07051,9,82
04234,3,11
04150,2,6
04230,1,71
04194,6,5
06097,6,51
06160,4,6
06149,9,1181
06132,6,11
06073,4,76
05050,5,113
05060,4,20
07109,6,15
07195,7,34
07175,9,6
07163,2,29
07110,1,16
07105,6,15
07118,4,5
04096,5,146
04126,4,56
04101,7,82
04037,1,6
06056,7,39
05181,2,41
06007,7,704
07073,1,24
07058,3,60
07007,2,24
07045,9,64
06088,1,143
06150,6,237
06090,9,1007
05021,4,6
05019,5,11
04148,3,20
07140,3,41
07130,7,80
07115,6,52
07109,3,15
05111,7,119
05081,6,5
05119,5,87
07033,9,32
07008,6,122
07064,2,77
06005,7,54
05163,2,16
04092,7,29
04042,2,19
04041,2,5
04079,7,490
04070,3,812
06099,6,184
06127,7,511
06113,5,274
06112,2,171
06092,5,206
04245,7,884
05038,6,31
05119,7,150
05056,5,59
05060,5,20
05052,9,67
07123,4,19
07161,1,10
07044,7,46
07080,4,29
07017,3,46
07047,6,10
07098,3,14
07059,9,19
07081,4,11
07048,7,90
06021,4,122
06002,3,5
06019,2,146
06135,4,20
06074,4,102
06158,4,65
04033,4,121
04039,2,79
04049,9,604
04132,4,6
04039,6,158
07115,2,31
07143,7,237
07174,3,40
07176,9,28
07137,7,12
07303,6,36
05074,6,17
05084,5,55
06048,2,356
05165,1,11
06024,2,16
06009,4,31
07096,2,10
07055,1,16
07082,4,18
07099,6,36
07041,7,671
04162,2,21
04173,2,56
04162,5,31
05013,9,13
04172,6,68
05017,9,236
04244,5,216
07255,1,5
07224,6,16
06124,9,10
06072,4,16
06117,2,62
04022,9,71
04055,2,11
04077,3,14
04090,9,16
07150,6,31
07145,4,201
07154,7,38
07205,3,78
05093,2,41
05036,2,65
05059,7,150
06057,9,304
06050,5,63
05182,4,4
07259,9,178
07222,3,6
07214,3,16
04182,5,11
04163,2,25
04218,2,17
07088,2,20
07065,3,18
06110,4,5
06064,3,426
06155,5,3934
06094,3,35
06144,3,31
06094,9,143
07199,7,450
07177,3,49
04118,6,10
04045,7,444
04116,2,195
04090,6,40
07087,9,52
07001,7,109
07099,9,26
07034,9,25
05173,2,11
06033,3,843
06022,3,15
06048,1,20
05058,5,15
05087,9,39
05074,7,61
05119,6,107
05035,7,6
07212,3,6
07293,5,131
07288,1,6
04154,3,6
04194,9,10
04184,9,19
04189,5,72
04150,1,21
06066,6,156
06079,4,2332
06155,1,49
06117,3,134
06138,5,193
04026,4,14
04088,3,307
04097,5,55
04072,2,19
04058,7,104
04135,9,103
04102,3,20
07098,2,5
07030,4,20
07019,6,1229
07025,9,15
07124,4,17
07161,4,40
07150,7,245
06062,6,39
05172,2,41
06044,5,991
05161,6,41
05177,4,126
05168,4,81
07251,4,14
07305,4,59
07267,2,32
04194,2,14
04189,2,26
05016,7,102
04237,4,10
06150,2,97
06101,4,26
06064,1,21
06077,5,183
06115,3,5
05082,9,12
05123,5,212
05095,9,15
07078,9,294
07079,5,125
07050,4,141
07166,2,6
07205,1,16
07202,9,12
07219,9,32
07242,5,5
07295,1,21
07300,5,57
07301,7,288
07236,9,94
06061,3,5
06037,1,15
06012,2,309
05152,2,19
05177,6,73
06076,5,13
06144,5,67
06078,3,26
04167,7,126
05004,5,127
04217,6,30
04179,7,31
04190,7,31
04054,7,33
04132,9,11
04118,9,5
04068,4,125
04139,5,69
07203,2,6
07138,7,612
05074,4,23
05102,4,12
05101,4,171
05062,9,16
05112,5,5
07071,3,10
07052,5,62
06162,6,69
07012,7,122
07224,9,32
07258,1,6
07259,4,235
07293,4,154
07229,9,72
04241,6,6
05016,2,10
04180,5,14
04167,3,11
06149,3,425
06141,7,90
06075,9,657
06102,3,15
06123,9,3053
05168,9,81
06027,1,36
06004,6,4407
07149,1,4
07112,2,16
07179,5,11
07194,2,41
07191,1,6
07146,6,44
04050,7,14
07276,3,10
07286,1,36
07237,3,53
07239,5,15
07205,6,258
07278,4,34
05072,5,36
05073,3,20
05061,9,4648
05053,2,54
05045,7,277
05145,3,54
07063,2,16
07053,3,28
07084,1,29
07014,9,20
07011,2,40
07054,2,17
04162,4,36
04172,2,70
04235,7,37
04148,7,72
04171,5,19
06086,7,96
06130,6,294
06035,9,129
06057,3,57
06030,7,10796
04076,4,50
04026,9,23
04127,2,16
04115,4,5
04139,4,61
07211,6,30
07274,2,16
07242,7,42
07227,6,291
07288,3,56
07156,3,32
07147,1,5
07142,4,19
07194,6,51
07146,5,93
07122,5,240
07067,9,36
07002,5,74
07009,2,56
06162,9,86
07015,3,11
05058,2,5
05093,9,26
05032,6,14
05075,5,66
04207,6,14
04200,1,20
05006,6,208
04188,3,61
04177,6,5
05027,1,5
06129,6,23
06119,2,24
06141,2,27
06115,9,5
06102,5,15
06033,2,534
06058,1,6
07283,4,4
07232,4,27
07261,7,410
04066,7,107
04049,7,1679
04070,6,1295
07009,7,243
06163,6,154
07047,7,20
06162,5,86
07076,6,299
07137,4,4
07160,6,5
07181,6,519
07101,6,85
07118,5,14
07111,9,20
05107,1,10
05122,9,71
05098,5,59
05054,2,20
05128,2,61
06101,2,11
06094,6,65
06113,6,91
06109,3,68
06070,7,197
07223,2,21
07236,7,510
07284,6,11
07287,9,31
04150,9,16
04176,6,14
04164,4,6
04216,3,10
04208,6,31
04199,6,6
05155,2,5
06021,2,59
05153,4,46
06018,7,1941
06043,4,103
04104,1,20
04108,3,96
04032,5,5
04116,1,5
07202,5,23
07168,7,236
07132,5,163
07132,2,43
07114,3,5
07245,1,26
07254,2,71
07303,7,46
07034,4,30
07056,7,160
07011,4,29
05096,1,31
05071,2,18
06091,6,189
06134,7,199
06093,7,68
06143,1,6
06084,3,1399
06071,6,79
06099,9,260
04229,9,14
04166,3,34
05007,4,40
05011,2,20
07187,7,45
07112,9,21
07194,7,122
07139,7,37
07128,7,207
07116,2,81
06022,6,58
05165,4,34
06003,9,89
07231,6,202
07295,4,81
06131,3,5
06095,4,1150
06099,7,523
05113,1,20
05054,9,39
05103,7,294
05059,4,139
05130,5,10
05117,5,10
07080,1,10
07070,5,341
07041,4,281
07056,1,26
04095,4,15
04045,3,50
04077,9,22
04142,9,6
04092,6,12
04025,2,58
04136,7,116
04112,3,1938
04033,3,17
07120,5,5
07123,9,23
07114,5,5
07181,3,61
06007,6,244
05161,2,89
05146,9,41
06003,3,20
06004,1,49
05179,1,26
07284,7,64
07241,7,180
07244,5,20
04208,2,52
05009,7,64
06077,3,40
06100,5,47
06089,9,284
06161,7,4340
05098,6,56
05056,1,20
05029,5,91
05072,4,51
07004,9,6
07077,6,13
07040,7,104
04084,2,15
04081,2,35
04043,7,26
04051,3,5
04054,3,10
06014,1,6
05163,7,32
06046,3,310
05151,3,61
06024,9,22
06054,4,551
07268,6,65
07261,3,61
07231,1,11
07283,5,8
07227,5,203
07215,6,44
07233,4,19
07192,6,28
07129,1,46
04175,6,13
04154,7,51
05018,5,16
04226,3,6
04237,1,5
06095,9,838
06068,6,11
06128,6,105
06094,2,65
04093,7,14
04019,2,235
04041,7,82
04141,5,54
04053,6,57
07005,5,162
07091,2,11
07014,7,136
06041,2,47
05159,9,9
05178,4,73
06042,9,43
05090,2,11
05144,3,5
05134,4,50
07280,1,15
07294,5,44
07206,5,6
07230,4,37
06112,5,473
06121,5,332
07121,9,20
07189,5,30
07160,4,5
04180,1,5
04148,6,19
05011,6,49
04172,9,77
06025,1,11
06050,6,49
05147,7,96
05179,4,272
06052,5,21
07234,9,24
07278,2,29
07253,2,11
